Orthogroup,ID,idv_id,DRR,species_x,Genus,Family,MaSp2,MaSp3,MaSp2B,MaSp3B,AcSp,AgSp1,AgSp2,PySp,CySp,Flag,Spidroin,sp.,family,genus,species_y,ncbi_tax_id,wsc_lsid,type_of_web,sex,sampled_at,country,size,toughness,toughness_sd,young's_modulus,young's_modulus_sd,tensile_strength,tensile_strength_sd,strain_at_break,strain_at_break_sd,one_percent_weightloss,five_percent_weightloss,ten_percent_weightloss,crystallinity,birefringence,birefringence_sd,diameter,diameter_sd,water_content,supercontraction,supercontraction_sd
240,6677-W1_S2,6677.0,DRR297741,brouni,Backobourkia,Araneidae,17.062574687390104,13.598171111577665,9.928943763292388,6.599912842187128,18.029840821893764,13.626621082552575,11.141469219581884,13.061841654272254,9.333153381981155,16.817391078350543,13.798039354355724,15.06883321012115,Araneidae,Backobourkia,brouni,2337322.0,urn:lsid:nmbe.ch:spidersp:043116,Unknown,Unknown,2017-10-29,Australia,8.0,0.212,0.104,5.77,1.65,1.6,0.5,25.6,5.3,,,,,80.0,13.5,0.64,0.05,,,
241,6700-W1_S10,6700.0,DRR297964,-,Eriophora,Araneidae,15.753111731346852,10.240404017904163,10.216729054943446,6.518459603233013,12.683266598237562,14.326347323017073,7.879028498707305,10.072929181963804,9.80089990403813,10.345921211650094,10.502676832369458,18.52638927879089,Araneidae,Eriophora,sp. (OTU0926),2337405.0,,Unknown,Female,2017-10-30,Australia,15.0,0.154,0.032,5.76,0.17,1.04,0.29,24.0,8.8,217.0,276.0,298.0,16.0,50.8,8.2,0.42,0.02,5.4,45.7,5.6
243,6713-W1_S13,6713.0,DRR297419,transmarina,Eriophora,Araneidae,14.888513455832141,8.797661527024506,9.534585240122045,6.375039437623813,18.599910099014163,15.95870406394647,12.449509847330264,11.490299198582553,10.11634419332575,10.682406430979661,11.61640098220979,15.77892787676203,Araneidae,Eriophora,transmarina,2115798.0,urn:lsid:nmbe.ch:spidersp:015889,Unknown,Male,2017-10-30,Australia,12.0,0.273,0.072,13.7,1.31,1.93,0.36,25.6,3.0,223.0,285.0,302.0,19.0,78.7,2.9,1.43,0.03,3.4,39.9,7.1
245,6727-W1_S17,6727.0,DRR296458,keyserlingi,Argiope,Araneidae,17.486081268118575,6.906890355159325,8.808462615287256,6.459431618637297,18.41348271118878,13.999776685594846,10.861270660867174,14.441317246195425,8.7355350095556,12.666530310524097,11.180426676714623,14.643062047334167,Araneidae,Argiope,keyserlingi,332532.0,urn:lsid:nmbe.ch:spidersp:015377,Unknown,Female,2017-10-30,Australia,10.0,0.368,0.122,31.7,9.7,2.45,0.43,22.4,6.9,216.0,274.0,297.0,20.0,42.7,6.6,0.43,0.03,7.4,,
246,6748-W1_S21,6748.0,DRR297943,australasia,Poecilopachys,Araneidae,17.61009513063669,7.408981976595326,8.531481275963403,6.440013793626166,16.07669077536607,14.149314700787896,10.4991815564111,16.69888558420617,17.499705586987588,16.900313960447377,13.519032994311232,13.014584429953644,Araneidae,Poecilopachys,australasia,386120.0,urn:lsid:nmbe.ch:spidersp:016935,Unknown,Female,2017-10-30,Australia,7.0,0.123,0.003,7.89,1.14,0.95,0.05,23.7,0.8,208.0,268.0,292.0,19.0,51.2,4.2,1.49,0.03,9.4,43.0,6.7
247,6755-W1_S22,6755.0,DRR297580,plumipes,Trichonephila,Araneidae,17.752502451587194,12.854185781176591,8.948367231584678,12.84362584757977,14.68053583643729,16.250253815313627,9.810571673298698,14.105134322060785,9.221586454290058,12.549012992782533,11.998486267325845,12.049978425552537,Araneidae,Trichonephila,plumipes,941800.0,urn:lsid:nmbe.ch:spidersp:013971,Unknown,Female,2017-10-31,Australia,16.0,0.135,0.069,7.81,1.38,0.81,0.22,28.2,7.6,233.0,285.0,304.0,19.0,31.9,2.7,1.25,0.04,8.2,8.9,1.1
248,6762-W1_S23,6762.0,DRR296859,plumipes,Trichonephila,Araneidae,18.11708433470223,13.192645957243185,8.64451446142559,13.181973933474463,13.204877314611753,14.474021814348571,9.78463489462878,13.370710163856138,10.181151880822892,11.674458853390961,10.115501122696049,11.783333548435966,Araneidae,Trichonephila,plumipes,941800.0,urn:lsid:nmbe.ch:spidersp:013971,Unknown,Female,2017-10-31,Australia,10.0,0.136,0.019,12.1,3.35,1.44,0.06,18.1,4.1,208.0,268.0,297.0,21.0,48.8,0.0,0.46,0.03,9.0,40.3,5.4
249,6767-W1_S24,6767.0,DRR297150,-,Arkys,Araneidae,12.59683593909708,8.023278416297565,8.966810679754575,7.367756756289271,9.052568050804153,9.299208018891077,7.409390936137702,5.832890014164741,8.924226804489338,8.748193521086678,9.49361859028835,20.537344187774885,Arkyidae,Arkys,sp. (OTU0789),2337315.0,,Unknown,Unknown,2017-10-31,Australia,,0.226,0.074,9.59,1.49,1.51,0.13,25.4,5.8,,,,,45.1,8.0,0.55,0.04,,,
250,6774-W1_S2,6774.0,DRR297286,-,Steatoda,Theridiidae,11.499674073984421,7.0,8.159871336778389,6.087462841250339,9.64503802346684,10.540022849295664,7.303780748177103,12.848818520317238,9.487968120452372,8.815820156502419,7.0794763783036805,16.386670079272406,Theridiidae,Steatoda,sp. (OTU0808),2337658.0,,Unknown,Female,2017-10-31,Australia,9.0,0.14,0.047,6.31,2.4,1.11,0.13,28.3,7.3,,,,,51.5,7.4,0.49,0.04,,,
252,6784-W1_S5,6784.0,DRR297018,eburnus,Plebs,Araneidae,15.833570010098796,6.719681133888015,10.515028099497759,6.321928094887363,16.195418218547644,13.377477650875871,11.181774063521088,14.077148887659755,16.836955944319065,13.036828106663494,13.180518521385736,13.751410106016786,Araneidae,Plebs,eburnus,2115801.0,urn:lsid:nmbe.ch:spidersp:014852,Unknown,Female,2017-10-31,Australia,6.0,0.112,0.066,7.93,1.01,1.17,0.32,17.4,7.6,203.0,271.0,298.0,26.0,66.8,8.3,0.37,0.02,13.0,,
253,6786-W1_S9,6786.0,DRR297789,-,Cyclosa,Araneidae,15.31882615911853,8.912366938166441,12.8634395476863,6.6865005271832185,12.924209065214212,12.571554733308417,6.935306559405067,12.322232284201307,16.384118225972507,12.576529405546475,9.80813048241598,18.634481424330296,Araneidae,Cyclosa,sp. (OTU0457),2337387.0,,Unknown,Female,2017-10-31,Australia,7.0,0.054,0.018,8.38,1.49,1.0,0.17,10.8,3.1,194.0,237.0,273.0,17.0,59.7,12.1,0.37,0.04,12.2,,
254,6787-W1_S11,6787.0,DRR297783,gigantipes,Cryptachaea,Theridiidae,18.32290702854429,7.475733447176454,8.485115631983893,6.426264788253145,13.671138461451847,12.695444052473311,7.643856334044222,10.695991038749218,15.917262199166428,10.338471753307077,8.134758276447712,13.247778353281635,Theridiidae,Cryptachaea,gigantipes,2337375.0,urn:lsid:nmbe.ch:spidersp:008392,Unknown,Female,2017-10-31,Australia,7.0,0.243,0.065,14.0,5.15,2.04,0.32,19.7,2.1,,,,,58.0,10.7,0.41,0.04,,,
255,6788-W1_S10,6788.0,DRR297285,hasselti,Latrodectus,Theridiidae,15.198821743890703,7.795280248071635,8.430452551665532,6.742735996616998,12.519144036019144,11.02338880103415,9.400879436282183,12.883553868025523,18.058948803190816,9.3944637992011,8.26173224161348,11.64280587503058,Theridiidae,Latrodectus,hasselti,256736.0,urn:lsid:nmbe.ch:spidersp:007810,Unknown,Female,2017-10-31,Australia,,0.212,0.066,15.1,4.07,1.99,0.35,17.9,3.6,216.0,279.0,301.0,22.0,58.9,10.7,1.37,0.04,6.5,16.2,5.1
256,6795-W1_S8,6795.0,DRR297210,dromedaria,Leucauge,Tetragnathidae,18.159170610960576,7.442943498299568,10.059841464175221,6.894817766891525,14.638719828393274,14.170011490839542,11.007027219364947,14.822919314027354,15.132420003295563,12.805726386420563,13.039617923530372,13.99639439016381,Tetragnathidae,Leucauge,dromedaria,2337455.0,urn:lsid:nmbe.ch:spidersp:013717,Unknown,Female,2017-10-31,Australia,8.0,0.161,0.024,17.3,6.6,2.3,0.14,13.3,2.9,202.0,266.0,294.0,,41.5,9.1,0.52,0.05,12.5,,
257,6796-W1_S7,6796.0,DRR297688,keyserlingi,Argiope,Araneidae,17.522795588312405,7.189824558880018,8.341524605132857,6.321928094887363,17.485374660158218,14.202946804109606,10.777814019017406,13.353963242015745,9.53333087141144,13.41028053237054,11.360748759532667,14.70853529810925,Araneidae,Argiope,keyserlingi,332532.0,urn:lsid:nmbe.ch:spidersp:015377,Unknown,Female,2017-10-31,Australia,9.0,0.202,0.046,11.6,1.08,1.59,0.05,19.9,4.6,214.0,277.0,299.0,22.0,42.3,3.9,0.66,0.03,9.8,33.4,5.4
258,6816-W1_S16,6816.0,DRR297225,pustulosa,Eriophora,Araneidae,16.630201798209146,11.036173653773343,12.066465941592238,6.392317422778761,16.509441660833385,16.582854082553204,12.833123547440001,12.926593165516115,8.820177378031941,14.9974031027677,13.614204333654023,15.583411182069591,Araneidae,Eriophora,pustulosa,693724.0,urn:lsid:nmbe.ch:spidersp:015885,Unknown,Female,2017-11-04,Australia,6.0,0.141,0.04,7.61,0.39,1.27,0.21,23.5,0.2,216.0,279.0,297.0,27.0,35.0,4.1,0.82,0.05,6.9,,
259,6821-W1_S17,6821.0,DRR297668,-,-,Araneidae,12.758358689260263,10.936250589635208,8.142392503939064,6.266786540694901,8.566734861394014,13.637168813606674,8.264441901164446,5.169930611912117,9.869141928105623,12.998950833205233,9.955862082872782,18.395157355861908,Araneidae,Gen.,sp. (OTU0726),2337815.0,,Unknown,Female,2017-11-04,Australia,7.0,0.125,0.068,14.5,5.81,2.27,0.75,13.0,2.7,,,,,44.1,6.6,0.55,0.03,,,
261,6838-W1_S23,6838.0,DRR297178,-,Cryptaranea,Araneidae,17.087032328671057,8.42131264613496,12.381254310222054,6.437841938920096,11.944771181586773,12.939396346454734,8.202951727480034,8.991912086318436,10.703573037428228,12.323221976199157,12.16191823194353,18.442810899353695,Araneidae,Cryptaranea,sp. (OTU0455),2337743.0,,Unknown,Female,2017-11-05,Australia,,0.106,0.023,8.73,2.12,1.09,0.13,18.7,3.8,197.0,268.0,293.0,27.0,32.9,7.1,2.13,0.07,18.4,,
262,6843-W1_S24,6843.0,DRR296877,pustulosa,Eriophora,Araneidae,15.187473036693431,9.734709789556232,9.744133203645267,6.870364719583405,16.419477085266994,15.133325956368248,12.013057017193256,11.231110519586903,17.605151277308575,12.418125178506664,11.974655814536996,14.39296507791629,Araneidae,Eriophora,pustulosa,693724.0,urn:lsid:nmbe.ch:spidersp:015885,Unknown,Female,2017-11-05,Australia,,0.165,0.052,15.3,2.12,1.41,0.19,18.1,3.7,212.0,279.0,300.0,21.0,58.4,9.5,0.57,0.03,10.0,4.2,1.5
264,6848-W1_S3,6848.0,DRR297518,gigantipes,Cryptachaea,Theridiidae,18.732871009767184,7.098032087172775,8.67595703294175,6.614709850003759,13.272775547251284,11.705201181720506,6.459431618637297,11.195373548585565,15.680358360554662,10.336623398872181,7.870664991572913,14.131364374400219,Theridiidae,Cryptachaea,gigantipes,2337375.0,urn:lsid:nmbe.ch:spidersp:008392,Unknown,Female,2017-11-05,Australia,,0.064,0.025,3.47,0.75,0.57,0.11,20.2,3.6,256.0,294.0,307.0,20.0,33.3,2.1,1.04,0.03,11.2,25.2,7.4
265,6849-W1_S4,6849.0,DRR297520,-,Plebs,Araneidae,14.3786451439308,6.459788805382206,12.047108095732959,6.247927513443585,11.913284515522628,13.178509478020835,6.369846842246147,9.941253344052322,1.584962500721156,11.800609779066669,12.482122705516714,18.199451530332134,Araneidae,Plebs,sp. (OTU0517),2337612.0,,Unknown,Female,2017-11-05,Australia,8.0,0.142,0.05,8.65,2.09,1.6,0.13,18.9,5.6,,,,,59.7,5.1,0.41,0.02,,,
267,6965-W1_S21,6965.0,DRR297792,pygmaea,Hypsosinga,Araneidae,18.797226176580622,6.539158817095991,8.455015589182473,6.523561962110059,15.541692269139356,16.361293824319702,11.918821836698292,15.46131918476637,18.777184400280674,14.226544463024926,10.310868922663538,13.0058980275998,Araneidae,Hypsosinga,pygmaea,336661.0,urn:lsid:nmbe.ch:spidersp:016190,Unknown,Female,2017-12-08,Japan,3.0,0.118,0.019,10.9,4.11,1.45,0.07,18.2,4.4,,,,,46.1,6.7,0.45,0.04,,,
268,7298-W1_S3,7298.0,DRR168614,darwini,Caerostris,Araneidae,16.353573035903395,6.426264754702098,15.58408802689248,6.426264754702098,17.29351789085579,18.18332863427282,16.066613787912573,14.934428040626804,19.880761323602666,14.346100454709362,10.92516184640645,12.090829154624457,Araneidae,Caerostris,darwini,1538125.0,urn:lsid:nmbe.ch:spidersp:043500,Unknown,Female,2018-10-25,Madagascar,15.0,0.217,0.084,8.21,1.02,1.15,0.23,30.5,6.2,212.0,275.0,296.0,28.0,38.0,1.6,3.47,0.11,4.8,45.5,3.8
269,7302-W1_S2,7302.0,DRR168615,livida,Nephilingis,Araneidae,16.2353714178474,11.081657316640289,7.417852514885898,11.074316228380832,14.892068717434194,16.07468491309624,12.063395152412024,14.919377748356053,6.569855608330948,15.462244326360846,12.14645573127181,11.54290000986521,Araneidae,Nephilingis,livida,2511332.0,urn:lsid:nmbe.ch:spidersp:043939,Unknown,Female,2018-10-25,Madagascar,25.0,0.25,0.057,13.1,1.6,1.9,0.2,23.7,2.9,236.0,292.0,309.0,30.0,51.9,6.2,3.96,0.19,4.6,27.2,9.0
270,7303-W1_S15,7303.0,DRR168616,livida,Nephilingis,Araneidae,16.577976893692867,11.421038007335168,7.22881869049588,11.415767011908024,15.143982472460198,16.00555944296907,13.2469883565289,14.425149668961208,7.7194259253471404,15.522858884242309,11.035197661184732,11.510373980889145,Araneidae,Nephilingis,livida,2511332.0,urn:lsid:nmbe.ch:spidersp:043939,Unknown,Female,2018-10-25,Madagascar,25.0,0.181,0.052,8.78,2.15,1.63,0.17,22.5,5.6,223.0,282.0,303.0,33.0,45.4,6.0,3.86,0.2,4.9,,
271,7304-W1_S14,7304.0,DRR168619,livida,Nephilingis,Araneidae,16.33908557570635,10.815482215507247,7.260352879460974,10.813078555897325,14.436452078312202,15.887141425375086,11.875364786238642,14.417193192088416,2.321928094887362,15.664280056512016,11.884928837686727,10.884873712746526,Araneidae,Nephilingis,livida,2511332.0,urn:lsid:nmbe.ch:spidersp:043939,Unknown,Female,2018-10-25,Madagascar,24.0,0.39,0.127,16.9,6.52,2.97,0.17,21.4,6.0,236.0,290.0,307.0,35.0,40.9,11.6,3.37,0.43,5.8,22.1,2.5
272,7305-W1_S12,7305.0,DRR168620,livida,Nephilingis,Araneidae,16.99366280100834,13.136487474528574,7.507794640198696,13.13339884468862,16.523332011120527,17.66715327415468,13.667222845341616,15.608312534979122,8.430452551665532,16.121512858661564,12.04428631759467,11.821041029071274,Araneidae,Nephilingis,livida,2511332.0,urn:lsid:nmbe.ch:spidersp:043939,Unknown,Female,2018-10-25,Madagascar,25.0,0.131,0.049,9.93,2.82,1.55,0.16,15.7,4.2,231.0,289.0,307.0,24.0,52.9,3.7,3.51,0.14,5.3,,
273,7306-W1_S13,7306.0,DRR168621,livida,Nephilingis,Araneidae,18.477244088434055,13.358385370557938,7.7615515076867325,13.356185734311115,16.121048104747054,17.142166436488544,13.170709802836758,16.16307881730311,1.0,17.09418109263856,12.11463705452233,11.858731375882767,Araneidae,Nephilingis,livida,2511332.0,urn:lsid:nmbe.ch:spidersp:043939,Unknown,Female,2018-10-25,Madagascar,23.0,0.095,0.032,6.7,0.29,0.53,0.08,25.3,5.1,240.0,290.0,308.0,34.0,50.8,1.9,2.63,0.05,5.6,20.8,4.9
274,7320-W1_S10,7320.0,DRR168629,-,Cyrtophora,Araneidae,10.832221041011836,6.317462358588015,7.189824558880018,5.994416345273834,15.367616657297893,3.4594316202530373,5.087462841250339,10.800843533720696,3.504129665530038,5.321927951053581,8.136468576111614,20.232509617945983,Araneidae,Cyrtophora,sp. (OTU0410),2511309.0,,Unknown,Female,2018-10-25,Madagascar,8.0,0.303,0.059,9.28,2.01,1.47,0.01,35.6,8.3,,,,33.0,51.8,2.8,1.2,0.03,,,
275,7322-W1_S1,7322.0,DRR168625,-,Cyrtophora,Araneidae,10.81644187289401,6.828925639943476,6.954196310386875,6.080810493953309,15.521875166482799,4.906890751440253,5.201633861169651,11.89896069767079,14.084612594022706,5.857981033495798,7.87212641957255,21.282947111950158,Araneidae,Cyrtophora,sp. (OTU0410),2511309.0,,Unknown,Female,2018-10-25,Madagascar,10.0,0.18,0.074,16.1,2.38,1.68,0.1,17.6,6.1,243.0,299.0,319.0,43.0,53.6,4.5,1.73,0.08,4.7,7.8,2.9
276,7324-W1_S11,7324.0,DRR168630,-,Cyrtophora,Araneidae,11.077539262986352,6.247927513443585,7.475733430966398,5.857980995127572,15.326059817062141,3.4814332836845368,5.754887502163468,11.372797656609102,12.576844888864892,4.90689039540379,6.941626253183253,20.012147491568985,Araneidae,Cyrtophora,sp. (OTU0410),2511309.0,,Unknown,Female,2018-10-25,Madagascar,10.0,0.165,0.042,16.1,1.7,1.54,0.13,16.9,2.5,239.0,284.0,304.0,42.0,53.8,3.9,1.92,0.08,4.6,6.0,2.3
277,7354-W1_S12,7354.0,DRR168632,-,Gasteracantha,Araneidae,17.66228736075528,11.278087153400524,15.611454845600326,6.7463163946591695,7.348575556820538,13.589646157882797,6.424686657171469,8.85272721267926,9.411612460350138,12.11654186189799,14.660422991472027,20.68627375041031,Araneidae,Gasteracantha,sp. (OTU0635),2511311.0,,Unknown,Female,2018-10-25,Madagascar,,0.223,0.058,10.2,1.18,1.3,0.05,26.3,6.8,235.0,284.0,304.0,22.0,42.3,5.4,1.78,0.14,5.8,37.6,4.0
279,7389-W1_S5,7389.0,DRR168643,-,-,Araneidae,13.909141301586926,8.075928333987237,8.12458662228021,7.628146580563919,8.399779294337694,12.678182199261066,6.8930846230294325,5.129285490134345,15.559745648510022,14.797529923454942,11.317253937633728,21.40688447839696,Araneidae,Gen.,sp. (OTU0673),2511324.0,,Unknown,Female,2018-10-26,Madagascar,12.0,0.144,0.07,12.9,1.65,1.57,0.25,17.7,5.6,232.0,286.0,305.0,25.0,38.7,2.6,2.25,0.07,6.3,45.0,4.5
280,7392-W1_S21,7392.0,DRR168645,-,-,Araneidae,14.272635912397766,8.948104952380039,8.600112686227755,8.070980668208339,9.334978546070824,13.885128944959861,6.4457910677481385,6.585486584716517,10.439739437691323,14.999438894059622,11.8651256199918,21.288206856821912,Araneidae,Gen.,sp. (OTU0673),2511324.0,,Unknown,Female,2018-10-26,Madagascar,13.0,0.176,0.035,11.1,1.41,1.64,0.23,21.5,1.1,,,,,40.2,2.7,1.47,0.03,,,
282,7416-W1_S13,7416.0,DRR168635,-,Cyrtophora,Araneidae,11.542119644895646,7.2903957421079255,6.94251450533924,7.061137750172229,16.401067653427248,6.507794332635106,5.727920454563199,12.656133208946418,9.283088653130012,7.159871740329393,8.745093316044183,21.64667652966988,Araneidae,Cyrtophora,sp. (OTU0804),2511314.0,,Unknown,Female,2018-10-27,Madagascar,15.0,0.142,0.049,14.0,2.25,1.63,0.05,16.5,6.1,222.0,293.0,317.0,28.0,54.3,2.7,2.49,0.06,3.6,,
283,7421-W1_S15,7421.0,DRR168623,extrusa,Caerostris,Araneidae,18.70273565107979,6.599912842187128,16.331774012423132,6.507794640198696,18.14881338355395,18.75664165153903,15.647803334708735,14.331898217471274,4.754887502163468,17.547203259297504,16.328388777015117,15.680774086237559,Araneidae,Caerostris,extrusa,172846.0,urn:lsid:nmbe.ch:spidersp:015477,Unknown,Female,2018-10-27,Madagascar,8.0,0.172,0.076,8.91,1.29,1.31,0.19,23.5,5.5,,,,23.0,45.3,2.1,1.45,0.04,,35.2,11.1
284,7426-W1_S6,7426.0,DRR168628,-,Acrosomoides,Araneidae,15.791845301294725,11.631631810464423,13.047342899123018,7.417852514885898,5.78135971352466,10.980496320582727,5.954196310386875,8.900866807980748,3.3219281484113474,11.435414369192305,13.45812632187032,19.125547603871848,Araneidae,Acrosomoides,sp. (OTU0988),2511307.0,,Unknown,Female,2018-10-27,Madagascar,6.0,0.146,0.041,9.02,0.88,1.02,0.13,26.1,5.2,,,,25.0,33.6,2.0,2.23,0.04,,39.3,5.3
285,7439-W1_S16,7439.0,DRR168624,darwini,Caerostris,Araneidae,18.42877702942272,7.115458420645751,17.108083196512922,6.9848725300758785,17.250701963320832,18.362824679042788,15.392696835090216,14.92967451065617,6.339850002884624,16.920988799606633,12.515837783854897,14.283276437261547,Araneidae,Caerostris,darwini,1538125.0,urn:lsid:nmbe.ch:spidersp:043500,Unknown,Female,2018-10-29,Madagascar,12.0,0.229,0.033,11.7,1.25,1.46,0.1,25.2,3.4,199.0,268.0,290.0,31.0,42.5,1.2,3.44,0.03,7.1,43.9,4.4
286,7441-W1_S4,7441.0,DRR168617,inaurata,Trichonephila,Araneidae,18.141763943292396,11.65388270166372,7.807354922057604,11.644900402344494,15.569262040663535,16.864883495849206,11.849015773797879,15.551769705909486,16.774967405074563,14.855197267022664,13.56237968602138,12.316639443916955,Araneidae,Trichonephila,inaurata,222470.0,urn:lsid:nmbe.ch:spidersp:013953,Unknown,Female,2018-10-29,Madagascar,38.0,0.166,0.022,11.1,2.15,1.35,0.18,21.1,1.3,235.0,285.0,304.0,24.0,47.5,9.7,6.69,0.63,5.8,43.3,3.6
287,7447-W1_S14,7447.0,DRR168618,geometricus,Latrodectus,Theridiidae,13.466877486268459,8.597234459003278,7.392317422778761,8.582256040965046,13.498230227884106,14.326249581811897,10.138275576520758,15.007816578677035,18.914228447516226,5.491853096329675,7.840896292283773,12.160687526296545,Theridiidae,Latrodectus,geometricus,156851.0,urn:lsid:nmbe.ch:spidersp:007809,Unknown,Female,2018-10-29,Madagascar,14.0,0.118,0.026,9.77,1.25,0.97,0.03,19.6,3.2,222.0,288.0,309.0,27.0,45.1,5.8,2.49,0.2,6.0,21.4,2.6
