lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC017895,senju,UDP-galactose transporter senju,NA,356,7031,maker-000317F-est_gff_StringTie-gene-5.3,maker-000317F-est_gff_StringTie-gene-5.3-mRNA-1
LASC017897,aoah,Acyloxyacyl hydrolase,NA,553,1990,maker-000317F-est_gff_StringTie-gene-5.4,maker-000317F-est_gff_StringTie-gene-5.4-mRNA-1
LASC017900,plcg1_2,1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase gamma-1,NA,1112,4810,maker-000317F-est_gff_StringTie-gene-6.0,maker-000317F-est_gff_StringTie-gene-6.0-mRNA-1
LASC017902,baiap2_2,Brain-specific angiogenesis inhibitor 1-associated protein 2,NA,623,4224,maker-000317F-est_gff_StringTie-gene-8.1,maker-000317F-est_gff_StringTie-gene-8.1-mRNA-1
LASC017905,pik3c3,Phosphatidylinositol 3-kinase catalytic subunit type 3,NA,885,3023,maker-000317F-est_gff_StringTie-gene-9.3,maker-000317F-est_gff_StringTie-gene-9.3-mRNA-1
LASC017906,LASC017906,hypothetical protein,NA,399,1428,maker-000317F-est_gff_StringTie-gene-9.4,maker-000317F-est_gff_StringTie-gene-9.4-mRNA-1
LASC017888,prkc2,Calcium-independent protein kinase C,NA,732,4013,maker-000317F-exonerate_protein2genome-gene-2.3,maker-000317F-exonerate_protein2genome-gene-2.3-mRNA-1
LASC017889,gch1,GTP cyclohydrolase 1,NA,260,5598,maker-000317F-exonerate_protein2genome-gene-2.4,maker-000317F-exonerate_protein2genome-gene-2.4-mRNA-2
LASC017896,nedd8,NEDD8,NA,36,636,maker-000317F-exonerate_protein2genome-gene-5.6,maker-000317F-exonerate_protein2genome-gene-5.6-mRNA-1
LASC017918,mglur_3,Metabotropic glutamate receptor,NA,514,1542,maker-000318F-augustus-gene-8.16,maker-000318F-augustus-gene-8.16-mRNA-1
LASC017919,gip,Copia protein,NA,211,633,maker-000318F-augustus-gene-8.22,maker-000318F-augustus-gene-8.22-mRNA-1
LASC017923,rpl37a,Probable 60S ribosomal protein L37-A,NA,80,446,maker-000318F-augustus-gene-8.23,maker-000318F-augustus-gene-8.23-mRNA-1
LASC017907,LASC017907,hypothetical protein,NA,75,281,maker-000318F-est_gff_StringTie-gene-0.0,maker-000318F-est_gff_StringTie-gene-0.0-mRNA-1
LASC017908,LASC017908,hypothetical protein,NA,113,489,maker-000318F-est_gff_StringTie-gene-2.0,maker-000318F-est_gff_StringTie-gene-2.0-mRNA-1
LASC017909,LASC017909,hypothetical protein,NA,61,352,maker-000318F-est_gff_StringTie-gene-2.1,maker-000318F-est_gff_StringTie-gene-2.1-mRNA-1
LASC017914,LASC017914,hypothetical protein,NA,71,453,maker-000318F-est_gff_StringTie-gene-3.3,maker-000318F-est_gff_StringTie-gene-3.3-mRNA-1
LASC017915,nrf-6_54,"Nose resistant to fluoxetine protein 6,hypothetical protein",NA,737,4245,maker-000318F-est_gff_StringTie-gene-4.0,maker-000318F-est_gff_StringTie-gene-4.0-mRNA-1
LASC017916,nrf-6_57,Nose resistant to fluoxetine protein 6,NA,747,2805,maker-000318F-est_gff_StringTie-gene-4.1,maker-000318F-est_gff_StringTie-gene-4.1-mRNA-1
LASC017917,LASC017917,hypothetical protein,NA,76,451,maker-000318F-est_gff_StringTie-gene-7.1,maker-000318F-est_gff_StringTie-gene-7.1-mRNA-1
LASC017921,grm4_grm3_grm8,"Metabotropic glutamate receptor 4,Metabotropic glutamate receptor 3,Metabotropic glutamate receptor 8",NA,910,3219,maker-000318F-est_gff_StringTie-gene-8.2,maker-000318F-est_gff_StringTie-gene-8.2-mRNA-2
LASC017922,grm3_3,Metabotropic glutamate receptor 3,NA,890,3841,maker-000318F-est_gff_StringTie-gene-8.3,maker-000318F-est_gff_StringTie-gene-8.3-mRNA-1
LASC017920,LASC017920,hypothetical protein,NA,39,247,maker-000318F-est_gff_StringTie-gene-8.5,maker-000318F-est_gff_StringTie-gene-8.5-mRNA-1
LASC017929,glis3,Zinc finger protein GLIS3,NA,1120,4350,maker-000318F-est_gff_StringTie-gene-9.0,maker-000318F-est_gff_StringTie-gene-9.0-mRNA-1
LASC017933,LASC017933,hypothetical protein,NA,67,370,maker-000318F-est_gff_StringTie-gene-9.2,maker-000318F-est_gff_StringTie-gene-9.2-mRNA-1
LASC017927,LASC017927,hypothetical protein,NA,213,1815,maker-000318F-est_gff_StringTie-gene-9.3,maker-000318F-est_gff_StringTie-gene-9.3-mRNA-5
LASC017932,LASC017932,hypothetical protein,NA,51,242,maker-000318F-est_gff_StringTie-gene-9.6,maker-000318F-est_gff_StringTie-gene-9.6-mRNA-1
LASC017910,aldh3a2_2,Aldehyde dehydrogenase family 3 member A2,NA,505,2365,maker-000318F-exonerate_protein2genome-gene-3.4,maker-000318F-exonerate_protein2genome-gene-3.4-mRNA-1
LASC017925,nim1k,Serine/threonine-protein kinase NIM1,NA,326,2646,maker-000318F-exonerate_protein2genome-gene-8.0,maker-000318F-exonerate_protein2genome-gene-8.0-mRNA-1
LASC017930,fau,Ubiquitin-like protein FUBI,NA,80,594,maker-000318F-exonerate_protein2genome-gene-9.8,maker-000318F-exonerate_protein2genome-gene-9.8-mRNA-1
LASC017936,rest-a_znf253,"Zinc finger protein 253,RE1-silencing transcription factor A",NA,152,637,maker-000319F-augustus-gene-3.13,maker-000319F-augustus-gene-3.13-mRNA-1
LASC017959,LASC017959,hypothetical protein,NA,153,549,maker-000319F-augustus-gene-6.2,maker-000319F-augustus-gene-6.2-mRNA-1
LASC017958,LASC017958,hypothetical protein,NA,157,522,maker-000319F-augustus-gene-6.8,maker-000319F-augustus-gene-6.8-mRNA-1
LASC017976,LASC017976,hypothetical protein,NA,188,564,maker-000319F-augustus-gene-7.10,maker-000319F-augustus-gene-7.10-mRNA-1
LASC017972,LASC017972,hypothetical protein,NA,325,975,maker-000319F-augustus-gene-7.7,maker-000319F-augustus-gene-7.7-mRNA-1
LASC017973,LASC017973,hypothetical protein,NA,217,702,maker-000319F-augustus-gene-7.8,maker-000319F-augustus-gene-7.8-mRNA-1
LASC017974,LASC017974,hypothetical protein,NA,209,678,maker-000319F-augustus-gene-7.9,maker-000319F-augustus-gene-7.9-mRNA-1
LASC017981,ank2_7,Ankyrin-2,NA,976,2928,maker-000319F-augustus-gene-8.0,maker-000319F-augustus-gene-8.0-mRNA-1
LASC017978,LASC017978,hypothetical protein,NA,179,1013,maker-000319F-augustus-gene-8.2,maker-000319F-augustus-gene-8.2-mRNA-1
LASC017985,picot_16,Putative inorganic phosphate cotransporter,NA,262,786,maker-000319F-augustus-gene-8.4,maker-000319F-augustus-gene-8.4-mRNA-1
LASC017987,picot_18,Putative inorganic phosphate cotransporter,NA,561,2196,maker-000319F-augustus-gene-9.18,maker-000319F-augustus-gene-9.18-mRNA-5
LASC017934,rdr1_3,RNA-dependent RNA polymerase 1,NA,1437,8733,maker-000319F-est_gff_StringTie-gene-0.1,maker-000319F-est_gff_StringTie-gene-0.1-mRNA-2
LASC017937,LASC017937,hypothetical protein,NA,154,1435,maker-000319F-est_gff_StringTie-gene-0.2,maker-000319F-est_gff_StringTie-gene-0.2-mRNA-1
LASC017939,LASC017939,hypothetical protein,NA,371,4739,maker-000319F-est_gff_StringTie-gene-1.0,maker-000319F-est_gff_StringTie-gene-1.0-mRNA-1
LASC017938,sli_7,Protein slit,NA,1431,9243,maker-000319F-est_gff_StringTie-gene-3.0,maker-000319F-est_gff_StringTie-gene-3.0-mRNA-2
LASC017941,LASC017941,hypothetical protein,NA,188,2134,maker-000319F-est_gff_StringTie-gene-3.2,maker-000319F-est_gff_StringTie-gene-3.2-mRNA-1
LASC017946,LASC017946,hypothetical protein,NA,70,1447,maker-000319F-est_gff_StringTie-gene-4.0,maker-000319F-est_gff_StringTie-gene-4.0-mRNA-1
LASC017944,slc17a5_slc17a3,"Sialin,Sodium-dependent phosphate transport protein 4",NA,505,4040,maker-000319F-est_gff_StringTie-gene-4.1,maker-000319F-est_gff_StringTie-gene-4.1-mRNA-2
LASC017945,LASC017945,hypothetical protein,NA,86,311,maker-000319F-est_gff_StringTie-gene-4.2,maker-000319F-est_gff_StringTie-gene-4.2-mRNA-1
LASC017947,LASC017947,hypothetical protein,NA,74,547,maker-000319F-est_gff_StringTie-gene-4.3,maker-000319F-est_gff_StringTie-gene-4.3-mRNA-1
LASC017949,c38c10.2,Uncharacterized transporter slc-17.2,NA,123,775,maker-000319F-est_gff_StringTie-gene-4.5,maker-000319F-est_gff_StringTie-gene-4.5-mRNA-1
LASC017952,LASC017952,hypothetical protein,NA,63,249,maker-000319F-est_gff_StringTie-gene-5.0,maker-000319F-est_gff_StringTie-gene-5.0-mRNA-1
LASC017950,picot_4,Putative inorganic phosphate cotransporter,NA,531,2667,maker-000319F-est_gff_StringTie-gene-5.1,maker-000319F-est_gff_StringTie-gene-5.1-mRNA-1
LASC017953,picot_19,Putative inorganic phosphate cotransporter,NA,547,3882,maker-000319F-est_gff_StringTie-gene-5.3,maker-000319F-est_gff_StringTie-gene-5.3-mRNA-8
LASC017955,LASC017955,hypothetical protein,NA,55,244,maker-000319F-est_gff_StringTie-gene-6.0,maker-000319F-est_gff_StringTie-gene-6.0-mRNA-1
LASC017962,LASC017962,hypothetical protein,NA,102,306,maker-000319F-est_gff_StringTie-gene-6.2,maker-000319F-est_gff_StringTie-gene-6.2-mRNA-1
LASC017963,LASC017963,hypothetical protein,NA,174,642,maker-000319F-est_gff_StringTie-gene-6.3,maker-000319F-est_gff_StringTie-gene-6.3-mRNA-1
LASC017954,picot_slc17a7,"Putative inorganic phosphate cotransporter,Vesicular glutamate transporter 1",NA,244,1785,maker-000319F-est_gff_StringTie-gene-6.4,maker-000319F-est_gff_StringTie-gene-6.4-mRNA-1
LASC017956,LASC017956,hypothetical protein,NA,157,715,maker-000319F-est_gff_StringTie-gene-6.5,maker-000319F-est_gff_StringTie-gene-6.5-mRNA-1
LASC017960,LASC017960,hypothetical protein,NA,46,319,maker-000319F-est_gff_StringTie-gene-6.6,maker-000319F-est_gff_StringTie-gene-6.6-mRNA-1
LASC017961,LASC017961,hypothetical protein,NA,74,441,maker-000319F-est_gff_StringTie-gene-6.7,maker-000319F-est_gff_StringTie-gene-6.7-mRNA-1
LASC017964,LASC017964,hypothetical protein,NA,77,370,maker-000319F-est_gff_StringTie-gene-6.8,maker-000319F-est_gff_StringTie-gene-6.8-mRNA-1
LASC017965,LASC017965,hypothetical protein,NA,108,435,maker-000319F-est_gff_StringTie-gene-6.9,maker-000319F-est_gff_StringTie-gene-6.9-mRNA-1
LASC017966,LASC017966,hypothetical protein,NA,220,961,maker-000319F-est_gff_StringTie-gene-7.0,maker-000319F-est_gff_StringTie-gene-7.0-mRNA-5
LASC017967,LASC017967,hypothetical protein,NA,214,798,maker-000319F-est_gff_StringTie-gene-7.2,maker-000319F-est_gff_StringTie-gene-7.2-mRNA-1
LASC017968,LASC017968,hypothetical protein,NA,100,373,maker-000319F-est_gff_StringTie-gene-7.3,maker-000319F-est_gff_StringTie-gene-7.3-mRNA-1
LASC017969,LASC017969,hypothetical protein,NA,64,399,maker-000319F-est_gff_StringTie-gene-7.4,maker-000319F-est_gff_StringTie-gene-7.4-mRNA-1
LASC017970,LASC017970,hypothetical protein,NA,191,660,maker-000319F-est_gff_StringTie-gene-7.5,maker-000319F-est_gff_StringTie-gene-7.5-mRNA-1
LASC017975,picot_5,Putative inorganic phosphate cotransporter,NA,560,2432,maker-000319F-est_gff_StringTie-gene-7.9,maker-000319F-est_gff_StringTie-gene-7.9-mRNA-4
LASC017980,LASC017980,hypothetical protein,NA,36,521,maker-000319F-est_gff_StringTie-gene-8.0,maker-000319F-est_gff_StringTie-gene-8.0-mRNA-1
LASC017979,ank3_tnni3k,"Ankyrin-3,Serine/threonine-protein kinase TNNI3K",NA,2450,8125,maker-000319F-est_gff_StringTie-gene-8.1,maker-000319F-est_gff_StringTie-gene-8.1-mRNA-2
LASC017984,picot,Putative inorganic phosphate cotransporter,NA,528,3530,maker-000319F-est_gff_StringTie-gene-8.2,maker-000319F-est_gff_StringTie-gene-8.2-mRNA-2
LASC017986,LASC017986,hypothetical protein,NA,64,295,maker-000319F-est_gff_StringTie-gene-9.3,maker-000319F-est_gff_StringTie-gene-9.3-mRNA-1
LASC017989,LASC017989,hypothetical protein,NA,126,917,maker-000319F-est_gff_StringTie-gene-9.4,maker-000319F-est_gff_StringTie-gene-9.4-mRNA-1
LASC017990,picot_slc17a5_3,"Sialin,Putative inorganic phosphate cotransporter",NA,559,3728,maker-000319F-est_gff_StringTie-gene-9.5,maker-000319F-est_gff_StringTie-gene-9.5-mRNA-1
LASC017993,ephx1_2,Epoxide hydrolase 1,NA,493,5439,maker-000319F-est_gff_StringTie-gene-9.6,maker-000319F-est_gff_StringTie-gene-9.6-mRNA-2
LASC017988,picot_14,"Putative inorganic phosphate cotransporter,hypothetical protein",NA,548,2264,maker-000319F-est_gff_StringTie-gene-9.8,maker-000319F-est_gff_StringTie-gene-9.8-mRNA-4
LASC017935,LASC017935,hypothetical protein,NA,7,21,maker-000319F-exonerate_protein2genome-gene-0.0,maker-000319F-exonerate_protein2genome-gene-0.0-mRNA-1
LASC017942,LASC017942,hypothetical protein,NA,149,447,maker-000319F-exonerate_protein2genome-gene-3.3,maker-000319F-exonerate_protein2genome-gene-3.3-mRNA-1
LASC017943,znf282_zscan2_zbtb7b,"Zinc finger and SCAN domain-containing protein 2,Zinc finger and BTB domain-containing protein 7B,Zinc finger protein 282",NA,139,417,maker-000319F-exonerate_protein2genome-gene-3.4,maker-000319F-exonerate_protein2genome-gene-3.4-mRNA-1
LASC017957,LASC017957,hypothetical protein,NA,154,907,maker-000319F-exonerate_protein2genome-gene-6.11,maker-000319F-exonerate_protein2genome-gene-6.11-mRNA-1
LASC017971,LASC017971,hypothetical protein,NA,197,678,maker-000319F-exonerate_protein2genome-gene-7.10,maker-000319F-exonerate_protein2genome-gene-7.10-mRNA-1
LASC017977,LASC017977,hypothetical protein,NA,209,851,maker-000319F-exonerate_protein2genome-gene-7.15,maker-000319F-exonerate_protein2genome-gene-7.15-mRNA-1
LASC017991,alkbh2_127,DNA oxidative demethylase ALKBH2,NA,196,588,maker-000319F-exonerate_protein2genome-gene-9.0,maker-000319F-exonerate_protein2genome-gene-9.0-mRNA-1
LASC017992,alkbh2_137,DNA oxidative demethylase ALKBH2,NA,196,588,maker-000319F-exonerate_protein2genome-gene-9.1,maker-000319F-exonerate_protein2genome-gene-9.1-mRNA-1
LASC017994,slc7a5p1_slc7a8_slc7a6,"Large neutral amino acids transporter small subunit 2,Y+L amino acid transporter 2,Putative L-type amino acid transporter 1-like protein MLAS",NA,493,3354,maker-000319F-exonerate_protein2genome-gene-9.2,maker-000319F-exonerate_protein2genome-gene-9.2-mRNA-1
LASC017998,sf3a2,Splicing factor 3A subunit 2,NA,429,1665,maker-000320F-augustus-gene-1.14,maker-000320F-augustus-gene-1.14-mRNA-1
LASC018005,ints11,Integrator complex subunit 11,NA,601,2359,maker-000320F-augustus-gene-6.0,maker-000320F-augustus-gene-6.0-mRNA-1
LASC017995,LASC017995,hypothetical protein,NA,59,360,maker-000320F-est_gff_StringTie-gene-0.1,maker-000320F-est_gff_StringTie-gene-0.1-mRNA-1
LASC017999,ints5,Integrator complex subunit 5,NA,932,6341,maker-000320F-est_gff_StringTie-gene-1.1,maker-000320F-est_gff_StringTie-gene-1.1-mRNA-2
LASC018000,rfx3_2,Transcription factor RFX3,NA,756,5262,maker-000320F-est_gff_StringTie-gene-1.3,maker-000320F-est_gff_StringTie-gene-1.3-mRNA-1
LASC018001,dennd6b,Protein DENND6B,NA,565,1889,maker-000320F-est_gff_StringTie-gene-2.0,maker-000320F-est_gff_StringTie-gene-2.0-mRNA-2
LASC018002,LASC018002,hypothetical protein,NA,666,10402,maker-000320F-est_gff_StringTie-gene-3.0,maker-000320F-est_gff_StringTie-gene-3.0-mRNA-1
LASC018003,dlg1_2,"Disks large homolog 1,Disks large 1 tumor suppressor protein",NA,913,5864,maker-000320F-est_gff_StringTie-gene-5.0,maker-000320F-est_gff_StringTie-gene-5.0-mRNA-1
LASC018007,LASC018007,hypothetical protein,NA,62,260,maker-000320F-est_gff_StringTie-gene-7.0,maker-000320F-est_gff_StringTie-gene-7.0-mRNA-1
LASC018008,LASC018008,hypothetical protein,NA,93,859,maker-000320F-est_gff_StringTie-gene-7.1,maker-000320F-est_gff_StringTie-gene-7.1-mRNA-1
LASC018014,atg4b_2,Cysteine protease ATG4B,NA,393,2014,maker-000320F-est_gff_StringTie-gene-9.1,maker-000320F-est_gff_StringTie-gene-9.1-mRNA-1
LASC018015,thap2_2,THAP domain-containing protein 2,NA,156,3158,maker-000320F-est_gff_StringTie-gene-9.3,maker-000320F-est_gff_StringTie-gene-9.3-mRNA-1
LASC017996,mapre3,Microtubule-associated protein RP/EB family member 3,NA,288,3098,maker-000320F-exonerate_protein2genome-gene-0.0,maker-000320F-exonerate_protein2genome-gene-0.0-mRNA-1
LASC017997,psmb2,Proteasome subunit beta type-2,NA,184,818,maker-000320F-exonerate_protein2genome-gene-1.4,maker-000320F-exonerate_protein2genome-gene-1.4-mRNA-1
LASC018011,mccc1,Methylcrotonoyl-CoA carboxylase subunit alpha%2C mitochondrial,NA,580,2684,maker-000320F-exonerate_protein2genome-gene-8.2,maker-000320F-exonerate_protein2genome-gene-8.2-mRNA-1
LASC018013,pak1,Serine/threonine-protein kinase PAK 1,NA,558,6794,maker-000320F-exonerate_protein2genome-gene-9.4,maker-000320F-exonerate_protein2genome-gene-9.4-mRNA-1
LASC018029,tim14,Mitochondrial import inner membrane translocase subunit TIM14,NA,117,625,maker-000321F-augustus-gene-8.3,maker-000321F-augustus-gene-8.3-mRNA-2
LASC018019,nufip1,Nuclear fragile X mental retardation-interacting protein 1,NA,762,4453,maker-000321F-est_gff_StringTie-gene-4.0,maker-000321F-est_gff_StringTie-gene-4.0-mRNA-1
LASC018020,LASC018020,hypothetical protein,NA,163,922,maker-000321F-est_gff_StringTie-gene-4.1,maker-000321F-est_gff_StringTie-gene-4.1-mRNA-1
LASC018021,LASC018021,hypothetical protein,NA,117,354,maker-000321F-est_gff_StringTie-gene-4.2,maker-000321F-est_gff_StringTie-gene-4.2-mRNA-1
LASC018022,bcor,BCL-6 corepressor,NA,1447,6280,maker-000321F-est_gff_StringTie-gene-6.0,maker-000321F-est_gff_StringTie-gene-6.0-mRNA-1
LASC018023,LASC018023,hypothetical protein,NA,41,266,maker-000321F-est_gff_StringTie-gene-6.1,maker-000321F-est_gff_StringTie-gene-6.1-mRNA-1
LASC018024,LASC018024,hypothetical protein,NA,76,292,maker-000321F-est_gff_StringTie-gene-6.2,maker-000321F-est_gff_StringTie-gene-6.2-mRNA-1
LASC018026,LASC018026,hypothetical protein,NA,669,11728,maker-000321F-est_gff_StringTie-gene-7.0,maker-000321F-est_gff_StringTie-gene-7.0-mRNA-1
LASC018027,LASC018027,hypothetical protein,NA,67,472,maker-000321F-est_gff_StringTie-gene-7.1,maker-000321F-est_gff_StringTie-gene-7.1-mRNA-1
LASC018028,LASC018028,hypothetical protein,NA,655,3403,maker-000321F-est_gff_StringTie-gene-8.0,maker-000321F-est_gff_StringTie-gene-8.0-mRNA-5
LASC018030,mrpl48,39S ribosomal protein L48%2C mitochondrial,NA,185,3715,maker-000321F-est_gff_StringTie-gene-8.1,maker-000321F-est_gff_StringTie-gene-8.1-mRNA-1
LASC018033,cfap52,Cilia- and flagella-associated protein 52,NA,659,2562,maker-000321F-est_gff_StringTie-gene-9.4,maker-000321F-est_gff_StringTie-gene-9.4-mRNA-1
LASC018017,tsc22d1,TSC22 domain family protein 1,NA,536,5468,maker-000321F-exonerate_protein2genome-gene-3.2,maker-000321F-exonerate_protein2genome-gene-3.2-mRNA-1
LASC018018,stk25_gck-1,"Serine/threonine-protein kinase 25,Germinal center kinase 1",NA,552,5860,maker-000321F-exonerate_protein2genome-gene-3.3,maker-000321F-exonerate_protein2genome-gene-3.3-mRNA-1
LASC018031,cry1,Cryptochrome-1,NA,547,5952,maker-000321F-exonerate_protein2genome-gene-9.1,maker-000321F-exonerate_protein2genome-gene-9.1-mRNA-1
LASC018041,LASC018041,hypothetical protein,NA,160,480,maker-000322F-augustus-gene-4.8,maker-000322F-augustus-gene-4.8-mRNA-1
LASC018043,LASC018043,hypothetical protein,NA,133,2290,maker-000322F-augustus-gene-6.10,maker-000322F-augustus-gene-6.10-mRNA-1
LASC018060,pol_2,Retrovirus-related Pol polyprotein from transposon 412,NA,542,1698,maker-000322F-augustus-gene-8.22,maker-000322F-augustus-gene-8.22-mRNA-1
LASC018034,LASC018034,hypothetical protein,NA,32,201,maker-000322F-est_gff_StringTie-gene-0.564,maker-000322F-est_gff_StringTie-gene-0.564-mRNA-1
LASC018037,LASC018037,hypothetical protein,NA,92,276,maker-000322F-est_gff_StringTie-gene-2.2,maker-000322F-est_gff_StringTie-gene-2.2-mRNA-1
LASC018039,LASC018039,hypothetical protein,NA,37,215,maker-000322F-est_gff_StringTie-gene-3.0,maker-000322F-est_gff_StringTie-gene-3.0-mRNA-1
LASC018038,tmprss6_klkb1,"Plasma kallikrein,Transmembrane protease serine 6",NA,457,1582,maker-000322F-est_gff_StringTie-gene-3.1,maker-000322F-est_gff_StringTie-gene-3.1-mRNA-2
LASC018040,LASC018040,hypothetical protein,NA,399,6681,maker-000322F-est_gff_StringTie-gene-4.0,maker-000322F-est_gff_StringTie-gene-4.0-mRNA-1
LASC018042,LASC018042,hypothetical protein,NA,45,317,maker-000322F-est_gff_StringTie-gene-5.0,maker-000322F-est_gff_StringTie-gene-5.0-mRNA-1
LASC018044,cyp4c1_5,"Cytochrome P450 4C1,hypothetical protein",NA,534,2103,maker-000322F-est_gff_StringTie-gene-6.0,maker-000322F-est_gff_StringTie-gene-6.0-mRNA-2
LASC018045,cyp4c3_4,Cytochrome P450 4c3,NA,120,412,maker-000322F-est_gff_StringTie-gene-6.1,maker-000322F-est_gff_StringTie-gene-6.1-mRNA-1
LASC018046,cyp4g15,"hypothetical protein,Cytochrome P450 4g15",NA,74,289,maker-000322F-est_gff_StringTie-gene-6.2,maker-000322F-est_gff_StringTie-gene-6.2-mRNA-1
LASC018047,LASC018047,hypothetical protein,NA,78,565,maker-000322F-est_gff_StringTie-gene-6.3,maker-000322F-est_gff_StringTie-gene-6.3-mRNA-1
LASC018049,LASC018049,hypothetical protein,NA,531,4187,maker-000322F-est_gff_StringTie-gene-7.0,maker-000322F-est_gff_StringTie-gene-7.0-mRNA-1
LASC018052,spop-b_18,Speckle-type POZ protein B,NA,542,3604,maker-000322F-est_gff_StringTie-gene-7.1,maker-000322F-est_gff_StringTie-gene-7.1-mRNA-1
LASC018050,LASC018050,hypothetical protein,NA,140,607,maker-000322F-est_gff_StringTie-gene-7.2,maker-000322F-est_gff_StringTie-gene-7.2-mRNA-1
LASC018058,LASC018058,hypothetical protein,NA,490,1698,maker-000322F-est_gff_StringTie-gene-8.2,maker-000322F-est_gff_StringTie-gene-8.2-mRNA-1
LASC018056,LASC018056,hypothetical protein,NA,89,594,maker-000322F-est_gff_StringTie-gene-8.5,maker-000322F-est_gff_StringTie-gene-8.5-mRNA-1
LASC018057,LASC018057,hypothetical protein,NA,33,236,maker-000322F-est_gff_StringTie-gene-8.6,maker-000322F-est_gff_StringTie-gene-8.6-mRNA-1
LASC018059,msh5,"MutS protein homolog 5,hypothetical protein",NA,551,2052,maker-000322F-est_gff_StringTie-gene-8.7,maker-000322F-est_gff_StringTie-gene-8.7-mRNA-6
LASC018035,pabp,Polyadenylate-binding protein,NA,278,834,maker-000322F-exonerate_protein2genome-gene-1.0,maker-000322F-exonerate_protein2genome-gene-1.0-mRNA-1
LASC018036,sfl,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase,NA,898,6239,maker-000322F-exonerate_protein2genome-gene-2.0,maker-000322F-exonerate_protein2genome-gene-2.0-mRNA-1
LASC018054,dhx8_pea,ATP-dependent RNA helicase DHX8,NA,819,2624,maker-000322F-exonerate_protein2genome-gene-8.0,maker-000322F-exonerate_protein2genome-gene-8.0-mRNA-4
LASC018055,dhx8,ATP-dependent RNA helicase DHX8,NA,1213,4782,maker-000322F-exonerate_protein2genome-gene-8.1,maker-000322F-exonerate_protein2genome-gene-8.1-mRNA-1
LASC018064,gluclalpha_4,Glutamate-gated chloride channel,NA,462,11263,maker-000323F-est_gff_StringTie-gene-5.0,maker-000323F-est_gff_StringTie-gene-5.0-mRNA-1
LASC018065,abcc1_2,Multidrug resistance-associated protein 1,NA,1461,4592,maker-000323F-est_gff_StringTie-gene-7.0,maker-000323F-est_gff_StringTie-gene-7.0-mRNA-10
LASC018066,abcc1_9,Multidrug resistance-associated protein 1,NA,1464,4592,maker-000323F-est_gff_StringTie-gene-7.1,maker-000323F-est_gff_StringTie-gene-7.1-mRNA-3
LASC018067,rassf1,Ras association domain-containing protein 1,NA,403,9300,maker-000323F-est_gff_StringTie-gene-7.2,maker-000323F-est_gff_StringTie-gene-7.2-mRNA-1
LASC018068,trmt10c_2,Mitochondrial ribonuclease P protein 1 homolog,NA,410,1475,maker-000323F-est_gff_StringTie-gene-8.0,maker-000323F-est_gff_StringTie-gene-8.0-mRNA-1
LASC018070,jhamt_13,"Juvenile hormone acid O-methyltransferase,hypothetical protein",NA,293,1382,maker-000323F-est_gff_StringTie-gene-8.1,maker-000323F-est_gff_StringTie-gene-8.1-mRNA-2
LASC018072,jhamt_7,Juvenile hormone acid O-methyltransferase,NA,296,1098,maker-000323F-est_gff_StringTie-gene-8.2,maker-000323F-est_gff_StringTie-gene-8.2-mRNA-4
LASC018069,LASC018069,hypothetical protein,NA,42,251,maker-000323F-est_gff_StringTie-gene-8.3,maker-000323F-est_gff_StringTie-gene-8.3-mRNA-1
LASC018071,jhamt_14,"hypothetical protein,Juvenile hormone acid O-methyltransferase",NA,306,1391,maker-000323F-est_gff_StringTie-gene-8.4,maker-000323F-est_gff_StringTie-gene-8.4-mRNA-2
LASC018073,jhamt_12,Juvenile hormone acid O-methyltransferase,NA,273,1235,maker-000323F-est_gff_StringTie-gene-8.5,maker-000323F-est_gff_StringTie-gene-8.5-mRNA-2
LASC018074,arsm,"Arsenite methyltransferase,hypothetical protein",NA,309,1224,maker-000323F-est_gff_StringTie-gene-9.0,maker-000323F-est_gff_StringTie-gene-9.0-mRNA-2
LASC018076,jhamt_4,"Juvenile hormone acid O-methyltransferase,hypothetical protein",NA,276,1112,maker-000323F-est_gff_StringTie-gene-9.1,maker-000323F-est_gff_StringTie-gene-9.1-mRNA-1
LASC018077,orct_slc22a4_slc22a15b,"Solute carrier family 22 member 4,Organic cation transporter protein,Solute carrier family 22 member 15-like",NA,571,3913,maker-000323F-est_gff_StringTie-gene-9.2,maker-000323F-est_gff_StringTie-gene-9.2-mRNA-1
LASC018075,ttpal_ttpa,"Alpha-tocopherol transfer protein,Alpha-tocopherol transfer protein-like",NA,288,1600,maker-000323F-est_gff_StringTie-gene-9.3,maker-000323F-est_gff_StringTie-gene-9.3-mRNA-2
LASC018061,rrm2_5,Ribonucleoside-diphosphate reductase subunit M2,NA,359,1077,maker-000323F-exonerate_protein2genome-gene-0.1,maker-000323F-exonerate_protein2genome-gene-0.1-mRNA-1
LASC008956,necap1,"Adaptin, ear-binding, coat-associated, protein, 1",NA,283,5185,maker-000324F-augustus-gene-9.22,maker-000324F-augustus-gene-9.22-mRNA-1
LASC008942,LASC008942,"hypothetical, protein",NA,584,2411,maker-000324F-est_gff_StringTie-gene-3.1,maker-000324F-est_gff_StringTie-gene-3.1-mRNA-1
